,district,school,primary_job,fte,salary,certificate,subcategory,teaching_route,highly_qualified,experience_district,experience_nj,experience_total
127587,221,4,0,1.0,53075,5,4,1,3,3.0,3.0,3.0
127588,221,756,0,1.0,56475,5,2,1,3,2.0,2.0,2.0
127670,135,32,4,1.0,76939,5,2,0,2,9.0,9.0,9.0
127711,135,1715,4,1.0,99534,5,2,1,2,16.0,16.0,16.0
127712,135,1715,4,1.0,84461,5,2,0,2,10.0,10.0,10.0
127780,277,1262,2,1.0,80359,5,4,1,0,1.0,1.0,1.0
127792,277,1260,2,1.0,109194,5,2,1,0,22.0,22.0,22.0
127805,277,1198,2,1.0,110194,5,2,1,0,25.0,32.0,32.0
127839,277,377,0,1.0,65598,5,2,1,4,15.0,15.0,15.0
127841,277,377,4,1.0,101658,5,2,1,4,16.0,22.0,22.0
127846,252,1824,0,0.5,84109,5,4,1,4,10.0,10.0,15.0
127850,221,4,0,1.0,52975,4,2,1,4,1.0,1.0,1.0
127853,221,4,0,1.0,53075,5,2,1,4,4.0,4.0,4.0
127855,221,4,0,1.0,52975,5,4,1,4,2.0,2.0,2.0
127869,221,756,0,1.0,53075,5,2,1,4,3.0,3.0,3.0
127873,221,197,0,1.0,53675,5,2,1,4,2.0,2.0,2.0
127882,221,716,1,1.0,58275,5,4,1,4,5.0,8.0,8.0
127934,430,377,2,1.0,90500,5,4,1,0,15.0,15.0,22.0
127936,430,377,2,1.0,82885,5,4,1,0,13.0,13.0,13.0
127937,430,377,2,1.0,93250,5,4,1,0,34.0,34.0,34.0
127939,430,377,4,1.0,89250,5,2,1,0,27.0,27.0,27.0
127982,367,39,2,0.4,87175,5,2,0,0,1.0,9.0,9.0
128023,367,1216,2,0.45,97418,5,2,1,0,9.0,23.0,23.0
128038,357,358,2,1.0,62391,5,4,1,0,2.0,8.0,8.0
128067,277,1262,0,1.0,74098,5,2,1,5,15.0,15.0,15.0
128068,277,1262,0,1.0,97454,5,2,1,5,21.0,21.0,21.0
128069,277,1262,0,1.0,50099,4,2,1,5,0.0,0.0,0.0
128071,277,1263,0,1.0,102158,5,2,1,5,24.0,25.0,25.0
128074,277,1264,0,1.0,51165,5,2,1,5,2.0,2.0,2.0
128077,277,1266,0,1.0,88954,5,2,1,5,24.0,24.0,24.0
128080,277,1266,0,1.0,56314,0,2,0,5,3.0,3.0,3.0
128081,277,1266,0,1.0,55781,1,2,1,5,1.0,1.0,1.0
128082,277,1266,0,1.0,51698,5,2,1,5,2.0,2.0,2.0
128084,277,1266,0,1.0,62359,5,2,0,5,12.0,12.0,12.0
128085,277,1266,0,1.0,62359,5,2,1,5,13.0,13.0,13.0
128086,277,1266,0,1.0,65598,5,2,0,5,13.0,13.0,13.0
128089,277,1266,0,1.0,58821,5,2,0,5,11.0,11.0,11.0
128091,277,1266,0,1.0,65737,5,2,1,5,12.0,12.0,12.0
128092,277,1266,0,1.0,51165,4,2,1,5,1.0,1.0,1.0
128093,277,1265,0,1.0,50632,4,2,1,5,8.0,8.0,8.0
128095,277,1265,0,1.0,56847,5,2,1,5,0.0,0.0,0.0
128096,277,1265,0,1.0,65737,5,2,1,5,10.0,10.0,10.0
128097,277,1265,0,1.0,55781,4,2,1,5,1.0,1.0,1.0
128098,277,1265,0,1.0,57913,5,2,1,5,7.0,7.0,7.0
128099,277,1265,0,1.0,55781,4,2,1,5,1.0,1.0,1.0
128107,277,1265,0,1.0,81151,5,2,1,5,17.0,17.0,17.0
128109,277,1265,0,1.0,70859,5,2,1,5,12.0,12.0,12.0
128110,277,1265,0,1.0,72651,5,2,1,5,16.0,16.0,16.0
128111,277,1265,0,1.0,84966,5,2,0,5,12.0,17.0,17.0
128112,277,1265,0,1.0,58821,5,2,1,5,12.0,12.0,12.0
128114,277,1264,0,1.0,50632,4,2,1,5,0.0,0.0,0.0
128115,277,1264,0,1.0,63111,5,2,0,5,10.0,10.0,10.0
128116,277,1264,0,1.0,52764,5,2,1,5,5.0,5.0,5.0
128117,277,1264,0,1.0,50632,1,2,1,5,0.0,0.0,0.0
128118,277,1264,0,1.0,57380,5,2,1,5,5.0,7.0,7.0
128119,277,1264,0,1.0,96904,5,2,1,5,14.0,18.0,18.0
128121,277,1264,0,1.0,51698,5,2,1,5,7.0,7.0,7.0
128125,277,1264,0,1.0,88466,5,2,1,5,16.0,16.0,16.0
128126,277,1264,4,1.0,102158,5,2,1,5,25.0,25.0,25.0
128128,277,1264,0,1.0,51698,5,2,1,5,6.0,6.0,6.0
128131,277,1263,0,1.0,52231,5,2,1,5,4.0,4.0,4.0
128134,277,1263,0,1.0,61050,5,2,1,5,10.0,10.0,10.0
128135,277,1263,0,1.0,56385,5,2,1,5,11.0,11.0,11.0
128141,277,1263,0,1.0,81151,5,2,1,5,17.0,17.0,17.0
128142,277,1263,0,1.0,74098,5,2,1,5,16.0,16.0,16.0
128143,277,1263,0,1.0,96904,5,2,1,5,14.0,14.0,14.0
128144,277,1263,0,1.0,62359,5,2,0,5,13.0,13.0,13.0
128145,277,1263,0,1.0,50632,4,2,1,5,1.0,1.0,1.0
128150,277,1262,0,1.0,53403,5,2,1,5,6.0,6.0,6.0
128154,277,1262,0,1.0,52764,5,2,1,5,4.0,7.0,7.0
128155,277,1262,0,1.0,58552,5,2,1,5,4.0,14.0,14.0
128158,277,1262,0,1.0,52231,5,2,1,5,4.0,4.0,4.0
128160,277,1262,0,1.0,51698,5,2,1,5,0.0,0.0,0.0
128162,277,1262,0,1.0,58552,5,2,1,5,4.0,4.0,4.0
128163,277,1262,0,1.0,57380,5,2,1,5,4.0,4.0,4.0
128165,277,1262,0,1.0,88954,5,2,1,5,11.0,18.0,24.0
128168,277,1262,0,1.0,69791,5,2,1,5,12.0,12.0,12.0
128169,277,1262,0,1.0,84651,5,2,1,5,16.0,16.0,16.0
128170,277,1262,0,1.0,88404,5,2,0,5,15.0,18.0,18.0
128171,277,1262,0,1.0,84966,5,2,1,5,18.0,18.0,18.0
128172,277,1262,0,1.0,74098,5,2,1,5,13.0,13.0,13.0
128173,277,1262,0,1.0,57913,5,2,1,5,8.0,8.0,8.0
128176,277,1262,0,1.0,81151,5,2,1,5,16.0,16.0,16.0
128177,277,1262,0,1.0,101108,5,2,0,5,12.0,18.0,18.0
128186,277,1262,0,1.0,51698,1,2,1,5,1.0,1.0,1.0
128188,277,1260,0,1.0,56847,5,2,1,5,0.0,0.0,0.0
128189,277,1260,0,1.0,63111,5,2,1,5,5.0,5.0,5.0
128192,277,1260,0,1.0,52764,5,2,1,5,5.0,5.0,5.0
128193,277,1260,0,1.0,52764,5,2,1,5,8.0,8.0,8.0
128194,277,1260,0,1.0,58552,5,2,0,5,7.0,7.0,7.0
128195,277,1260,0,1.0,51165,5,2,1,5,2.0,2.0,2.0
128196,277,1260,0,1.0,101108,5,2,1,5,19.0,19.0,19.0
128198,277,1260,0,1.0,102158,5,2,1,5,28.0,28.0,28.0
128199,277,1260,0,1.0,74945,5,2,1,5,19.0,19.0,19.0
128201,277,1260,0,1.0,74098,5,2,0,5,16.0,16.0,16.0
128202,277,1260,0,1.0,52231,5,2,1,5,0.0,0.0,0.0
128204,277,1260,0,1.0,55781,1,2,1,5,1.0,1.0,1.0
128215,277,852,4,1.0,97454,5,2,1,5,23.0,23.0,23.0
128219,277,852,4,1.0,77598,5,2,1,5,14.0,14.0,14.0
128232,277,1267,0,1.0,62359,5,2,1,5,13.0,13.0,13.0
128235,277,1261,0,1.0,72651,5,2,1,5,11.0,15.0,16.0
128237,350,372,1,1.0,62435,5,4,1,5,8.0,8.0,8.0
128245,367,39,0,1.0,63422,5,2,1,5,4.0,4.0,4.0
128268,367,39,0,1.0,62922,5,2,1,5,2.0,2.0,2.0
128273,367,39,0,1.0,54569,4,2,1,5,0.0,0.0,0.0
128285,367,39,0,1.0,63422,5,2,0,5,5.0,5.0,5.0
128344,350,372,1,1.0,49042,1,4,1,5,0.0,0.0,0.0
128345,350,372,1,1.0,59082,5,4,1,5,8.0,8.0,8.0
128346,350,372,1,1.0,61401,5,4,0,5,10.0,10.0,10.0
128347,350,372,0,1.0,49042,5,4,1,5,6.0,6.0,6.0
128348,350,372,1,1.0,60162,5,4,1,5,11.0,11.0,11.0
128349,350,372,1,1.0,49042,1,4,1,5,4.0,4.0,4.0
128350,350,372,0,1.0,57152,5,4,1,5,10.0,10.0,10.0
128351,350,372,1,1.0,55006,5,4,1,5,8.0,8.0,8.0
128352,350,372,1,1.0,63653,5,4,1,5,10.0,10.0,10.0
128353,350,372,1,1.0,54480,5,4,1,5,9.0,10.0,10.0
128354,350,372,1,1.0,59016,5,4,0,5,9.0,9.0,9.0
128355,350,372,1,1.0,55717,5,4,1,5,7.0,7.0,7.0
128356,350,372,1,1.0,63653,5,4,0,5,10.0,10.0,10.0
128357,350,371,1,1.0,58259,5,4,0,5,11.0,11.0,11.0
128358,350,371,1,1.0,62883,5,4,1,5,16.0,16.0,16.0
128359,350,371,1,1.0,60229,5,4,0,5,8.0,8.0,8.0
128360,350,371,1,1.0,64756,5,4,0,5,8.0,8.0,8.0
128361,350,371,1,1.0,62883,5,4,1,5,19.0,20.0,20.0
128362,350,371,1,1.0,56068,5,4,0,5,9.0,9.0,9.0
128364,277,1261,0,1.0,51165,5,2,1,5,4.0,4.0,4.0
128365,277,1261,0,1.0,76466,5,2,1,5,16.0,18.0,18.0
128367,277,1261,0,1.0,101658,5,2,1,5,21.0,21.0,21.0
128368,277,1261,0,1.0,97454,5,2,1,5,24.0,24.0,24.0
128369,277,1261,0,1.0,72651,5,2,1,5,14.0,15.0,15.0
128370,277,1261,0,1.0,63111,5,2,1,5,10.0,10.0,10.0
128371,277,1261,0,1.0,96904,5,2,1,5,19.0,19.0,19.0
128374,277,1261,0,1.0,97454,5,2,1,5,12.0,25.0,25.0
128375,277,1261,0,1.0,102658,5,2,1,5,30.0,30.0,30.0
128378,277,1261,0,1.0,101108,5,2,1,5,19.0,19.0,19.0
128379,277,1261,0,1.0,57380,5,2,1,5,0.0,0.0,0.0
128382,277,1267,0,1.0,56847,5,2,0,5,1.0,1.0,1.0
128384,277,1267,0,1.0,74098,5,2,1,5,15.0,15.0,15.0
128385,277,1267,0,1.0,76466,5,2,1,5,15.0,17.0,17.0
128386,277,1267,0,1.0,81151,5,2,1,5,17.0,17.0,17.0
128387,277,1267,0,1.0,76466,5,2,1,5,18.0,18.0,18.0
128388,277,1267,0,1.0,58821,5,2,1,5,12.0,12.0,12.0
128392,277,1267,0,1.0,58821,5,2,1,5,12.0,12.0,12.0
128393,277,1267,0,1.0,96904,5,2,1,5,19.0,19.0,19.0
128394,277,1267,0,1.0,74359,5,2,0,5,13.0,13.0,13.0
128395,277,1267,0,1.0,88466,5,2,1,5,18.0,18.0,18.0
128396,277,1267,0,1.0,101658,5,2,1,5,20.0,20.0,20.0
128397,277,1266,0,1.0,51165,0,2,0,5,3.0,3.0,3.0
128399,277,1266,0,1.0,50632,4,2,0,5,2.0,2.0,2.0
128402,367,1514,0,1.0,57869,5,2,1,5,4.0,7.0,7.0
128408,277,1265,0,1.0,97454,5,2,1,1,12.0,20.0,20.0
128409,350,372,1,1.0,58259,5,4,1,1,11.0,11.0,11.0
128421,277,1262,0,0.5,97454,5,1,1,3,21.0,21.0,21.0
128497,350,372,1,1.0,69396,5,4,1,1,17.0,17.0,17.0
128498,350,372,1,1.0,61722,5,4,1,1,14.0,14.0,14.0
128499,350,372,1,1.0,66166,5,4,1,1,12.0,13.0,13.0
128500,350,372,1,1.0,79324,5,4,1,1,14.0,14.0,14.0
128501,350,372,1,1.0,64682,5,4,1,1,18.0,18.0,18.0
128502,350,372,1,1.0,62924,5,4,1,1,15.0,15.0,15.0
128503,350,371,1,1.0,64682,5,4,1,1,19.0,41.0,41.0
128504,350,371,1,1.0,69396,5,4,1,1,18.0,36.0,36.0
128505,350,371,1,1.0,62883,5,4,1,1,19.0,25.0,25.0
128508,277,1265,0,1.0,84651,5,2,1,1,17.0,17.0,17.0
128509,277,1264,0,1.0,84966,5,2,1,1,18.0,18.0,18.0
128512,277,1263,0,1.0,89454,5,2,1,1,27.0,27.0,27.0
128513,277,1263,0,1.0,89954,5,2,1,1,28.0,31.0,31.0
128517,277,1260,0,1.0,63111,5,2,1,1,11.0,11.0,11.0
128519,277,1260,0,1.0,56385,5,2,1,1,11.0,11.0,11.0
128522,277,1260,0,1.0,96904,5,2,1,1,19.0,19.0,19.0
128545,430,377,4,1.0,90500,5,2,0,5,15.0,15.0,19.0
128546,430,377,5,1.0,89750,5,2,1,5,35.0,35.0,35.0
128547,430,377,0,1.0,70860,5,2,1,5,15.0,15.0,15.0
128548,430,377,4,1.0,70360,5,2,1,5,13.0,13.0,13.0
128550,430,377,0,0.5,50910,4,2,0,5,9.0,9.0,9.0
128553,367,1514,0,1.0,55569,5,2,1,5,3.0,3.0,3.0
128556,367,1514,0,1.0,63422,5,2,1,5,4.0,4.0,4.0
128558,367,1514,0,1.0,61255,5,2,1,5,5.0,5.0,5.0
128560,367,1514,0,1.0,62633,5,2,1,5,1.0,10.0,10.0
128561,367,1514,0,1.0,71300,5,2,1,5,12.0,12.0,12.0
128562,367,1514,0,1.0,55569,5,2,1,5,2.0,2.0,2.0
128564,367,1514,0,1.0,66261,5,2,0,5,2.0,12.0,12.0
128565,367,1514,0,1.0,63680,5,2,1,5,0.0,0.0,3.0
128569,367,1514,0,1.0,68604,5,2,1,5,8.0,8.0,12.0
128572,350,372,1,1.0,63747,5,4,1,3,13.0,13.0,13.0
128578,277,1262,0,1.0,52764,5,2,1,4,2.0,2.0,2.0
128579,277,1263,0,1.0,76021,5,2,1,4,12.0,16.0,16.0
128581,350,371,1,1.0,57304,5,4,1,4,0.0,0.0,0.0
128610,430,377,4,1.0,85135,5,2,1,0,5.0,10.0,11.0
128611,430,377,2,1.0,88685,5,4,1,0,6.0,6.0,6.0
128621,430,377,2,1.0,92250,5,4,1,0,11.0,11.0,11.0
128635,350,372,1,1.0,48042,4,4,1,4,0.0,0.0,0.0
128636,350,372,1,1.0,78927,5,4,1,4,23.0,23.0,23.0
128637,350,372,1,1.0,62924,5,4,1,4,15.0,15.0,15.0
128638,350,372,1,1.0,66750,5,4,1,4,17.0,17.0,17.0
128639,350,372,1,1.0,49042,1,4,1,4,0.0,0.0,0.0
128640,350,372,1,0.8,55871,5,4,1,4,18.0,18.0,18.0
128642,350,372,1,1.0,53723,5,4,1,4,1.0,1.0,1.0
128643,350,372,1,1.0,55712,5,4,1,4,1.0,1.0,1.0
128644,350,372,1,1.0,48542,1,4,1,4,0.0,0.0,0.0
128646,350,372,1,0.8,66329,5,4,1,4,25.0,27.0,27.0
128647,350,372,1,1.0,66750,5,4,1,4,17.0,17.0,17.0
128648,350,372,1,1.0,71895,5,4,1,4,22.0,22.0,22.0
128649,350,372,1,1.0,71895,5,4,1,4,20.0,20.0,21.0
128650,350,371,1,1.0,55531,5,4,1,4,9.0,12.0,12.0
128651,350,371,1,1.0,83166,5,4,1,4,17.0,19.0,19.0
128652,350,371,1,1.0,49042,5,4,1,4,12.0,12.0,12.0
128654,277,1261,0,1.0,51165,5,2,1,4,2.0,2.0,2.0
128656,277,1267,0,1.0,52231,5,2,1,4,4.0,4.0,4.0
128662,277,1265,0,1.0,102658,5,2,1,4,28.0,32.0,32.0
128664,277,1264,0,1.0,57380,5,2,1,4,4.0,4.0,4.0
128665,277,1264,0,1.0,52231,5,2,1,4,4.0,4.0,4.0
128666,277,1264,0,1.0,50099,1,2,1,4,0.0,0.0,0.0
128667,277,1263,0,1.0,51698,5,2,1,4,3.0,3.0,3.0
128668,277,1263,0,1.0,52231,5,2,1,4,5.0,5.0,5.0
128671,277,1263,0,1.0,51698,5,2,1,4,3.0,3.0,3.0
128678,277,1262,0,1.0,52231,5,2,1,4,4.0,4.0,4.0
128679,277,1262,0,1.0,64390,5,2,1,4,4.0,4.0,4.0
128680,277,1260,0,1.0,51698,5,2,1,4,1.0,1.0,1.0
128684,277,1260,0,1.0,50632,4,2,1,4,1.0,1.0,1.0
128708,277,1198,4,1.0,103158,5,2,1,4,40.0,40.0,40.0
128735,350,372,1,1.0,54223,5,4,1,3,3.0,3.0,3.0
128736,350,372,1,1.0,57304,5,4,1,3,0.0,0.0,0.0
128737,350,371,1,1.0,74524,5,4,1,3,23.0,24.0,24.0
128739,277,1266,2,1.0,94651,5,2,1,3,2.0,2.0,2.0
128757,430,377,2,1.0,55910,4,4,1,5,3.0,3.0,5.0
128759,430,377,0,1.0,59110,5,4,1,5,4.0,4.0,4.0
128760,430,377,4,1.0,66960,5,2,0,5,4.0,4.0,4.0
128762,430,377,0,0.5,67460,5,2,0,5,9.0,9.0,9.0
128766,430,377,4,1.0,82885,5,2,0,5,5.0,15.0,18.0
128768,430,377,0,1.0,53010,4,2,0,5,4.0,4.0,4.0
128769,430,377,4,1.0,74360,5,2,1,5,3.0,12.0,13.0
128771,430,377,0,1.0,87185,5,2,1,5,7.0,17.0,29.0
128817,443,377,2,1.0,73139,5,2,1,0,9.0,9.0,9.0
128818,443,377,2,1.0,80245,5,2,1,0,15.0,15.0,15.0
128937,430,1093,0,1.0,55910,5,2,0,5,3.0,3.0,3.0
129082,430,373,0,1.0,68960,5,2,0,5,9.0,9.0,9.0
129083,430,373,0,0.5,50910,4,1,0,5,0.0,0.0,0.0
129085,430,226,0,1.0,89000,5,2,1,5,16.0,16.0,22.0
129088,430,547,0,1.0,71210,5,2,1,5,12.0,12.0,13.0
129089,430,547,0,0.5,67810,5,1,0,5,9.0,9.0,10.0
129090,430,467,0,1.0,64060,5,2,0,5,15.0,15.0,15.0
129092,430,491,0,1.0,90250,5,2,1,5,27.0,27.0,27.0
129093,430,491,0,1.0,72360,5,2,1,5,15.0,15.0,15.0
129094,430,491,0,0.5,51410,4,1,0,5,2.0,2.0,2.0
129095,430,248,0,1.0,87835,5,2,0,5,14.0,14.0,14.0
129097,430,1833,0,1.0,89000,5,2,1,5,22.0,24.0,24.0
129099,430,1833,0,1.0,89250,5,2,0,5,30.0,30.0,30.0
129100,430,1833,0,1.0,82135,5,2,0,5,15.0,15.0,25.0
129101,430,1833,0,0.5,81385,5,1,1,5,17.0,17.0,17.0
129103,430,1833,0,1.0,89750,5,2,1,5,19.0,22.0,39.0
129105,430,1833,0,1.0,74360,5,2,0,5,15.0,15.0,15.0
129107,430,1833,0,1.0,81385,5,2,0,5,19.0,19.0,19.0
129108,430,1833,0,1.0,90750,5,2,1,5,20.0,20.0,27.0
129109,430,1833,0,1.0,90750,5,2,1,5,28.0,28.0,28.0
129115,430,248,0,0.5,53010,5,1,0,5,4.0,4.0,4.0
129116,430,248,0,1.0,52410,4,2,0,5,5.0,5.0,5.0
129117,430,248,0,1.0,74360,5,2,1,5,14.0,14.0,14.0
129118,430,248,0,0.5,54410,5,1,0,5,7.0,7.0,7.0
129120,430,248,0,0.5,57110,3,1,0,5,11.0,11.0,11.0
129121,430,248,0,1.0,74360,5,2,1,5,15.0,15.0,15.0
129122,430,248,0,1.0,89000,5,2,1,5,21.0,21.0,23.0
129129,430,491,0,0.5,50910,4,1,1,5,0.0,0.0,0.0
129131,430,491,0,0.5,62110,3,1,0,5,5.0,5.0,5.0
129134,430,491,0,1.0,51910,4,2,0,5,5.0,5.0,5.0
129135,430,491,0,1.0,90500,5,2,0,5,21.0,21.0,21.0
129136,430,491,0,1.0,92750,5,2,1,5,22.0,22.0,22.0
129141,430,491,0,1.0,64060,5,2,1,5,12.0,12.0,12.0
129142,430,491,0,1.0,91250,5,2,1,5,27.0,27.0,44.0
129143,430,491,0,1.0,93250,5,2,1,5,28.0,29.0,30.0
129144,430,491,0,0.5,82885,5,1,0,5,13.0,13.0,18.0
129145,430,491,0,1.0,85135,5,2,1,5,17.0,17.0,17.0
129147,430,491,0,1.0,93000,5,2,0,5,16.0,16.0,24.0
129148,430,491,0,1.0,68960,5,2,0,5,14.0,14.0,14.0
129152,430,467,0,1.0,52210,1,2,1,5,3.0,3.0,3.0
129153,430,467,0,1.0,53710,4,2,1,5,4.0,4.0,4.0
129154,430,491,0,1.0,75360,5,2,1,5,16.0,16.0,16.0
129156,430,467,0,0.5,55910,5,1,0,5,5.0,5.0,5.0
129157,430,467,0,1.0,65560,5,2,1,5,12.0,12.0,12.0
129158,430,467,0,1.0,79360,5,2,1,5,18.0,18.0,18.0
129159,430,467,0,1.0,79360,5,2,1,5,13.0,13.0,13.0
129161,430,467,0,0.5,57610,5,1,1,5,10.0,10.0,10.0
129163,430,467,0,1.0,70860,5,2,0,5,11.0,12.0,14.0
129164,430,467,0,0.5,75860,3,1,0,5,12.0,12.0,13.0
129165,430,467,0,1.0,70860,5,2,0,5,15.0,15.0,15.0
129169,430,467,0,0.5,77860,5,1,0,5,14.0,14.0,14.0
129170,430,467,0,1.0,77860,5,2,1,5,18.0,18.0,18.0
129172,430,467,0,1.0,89250,5,2,1,5,28.0,28.0,28.0
129175,430,467,0,1.0,84935,5,2,0,5,20.0,20.0,20.0
129177,430,467,0,1.0,92750,5,2,1,5,22.0,22.0,22.0
129178,430,467,0,1.0,93500,5,2,1,5,37.0,39.0,39.0
129179,430,467,0,0.5,91900,3,1,0,5,11.0,14.0,23.0
129183,430,547,0,1.0,71860,5,2,0,5,1.0,5.0,5.0
129185,430,547,0,1.0,52210,4,2,0,5,0.0,2.0,2.0
129187,430,547,0,1.0,75860,5,2,0,5,10.0,10.0,14.0
129188,430,547,0,1.0,89250,5,2,1,5,12.0,14.0,14.0
129189,430,226,0,0.5,52210,5,1,0,5,3.0,3.0,3.0
129192,430,226,0,1.0,52210,1,2,1,5,3.0,3.0,3.0
129194,430,547,0,1.0,89500,5,2,1,5,30.0,34.0,34.0
129196,430,226,0,1.0,53010,4,2,1,5,4.0,4.0,4.0
129197,430,226,0,0.5,52410,5,1,1,5,2.0,2.0,2.0
129199,430,226,0,0.5,52210,5,1,1,5,3.0,3.0,3.0
129200,430,226,0,1.0,67810,5,2,1,5,13.0,13.0,13.0
129201,430,226,0,1.0,74360,5,2,1,5,16.0,16.0,16.0
129202,430,226,0,0.5,57610,4,1,0,5,5.0,5.0,5.0
129207,430,226,0,1.0,90000,5,2,1,5,10.0,11.0,19.0
129209,430,226,0,1.0,65560,5,2,1,5,12.0,12.0,12.0
129212,430,226,0,1.0,89000,5,2,0,5,23.0,23.0,23.0
129213,430,226,0,1.0,81385,5,2,1,5,19.0,19.0,19.0
129214,430,226,0,1.0,70860,5,2,0,5,15.0,15.0,15.0
129217,430,226,0,1.0,89000,5,2,0,5,15.0,22.0,22.0
129219,430,226,0,1.0,89750,5,2,1,5,24.0,39.0,39.0
129224,430,226,0,1.0,93000,5,2,1,5,24.0,24.0,30.0
129225,430,226,0,1.0,90500,5,2,0,5,23.0,23.0,23.0
129227,430,373,0,0.5,52210,5,1,1,5,3.0,3.0,3.0
129228,430,373,0,0.5,54510,4,1,0,5,4.0,4.0,6.0
129230,430,373,0,0.5,54510,5,1,1,5,4.0,4.0,4.0
129231,430,373,0,0.5,69460,4,1,0,5,0.0,12.0,12.0
129233,430,373,0,0.5,54410,5,1,1,5,5.0,5.0,5.0
129236,430,373,0,0.5,90750,3,1,1,5,11.0,11.0,11.0
129237,430,373,0,0.5,77860,3,1,1,5,11.0,11.0,11.0
129238,430,373,0,1.0,79360,5,2,0,5,18.0,18.0,18.0
129239,430,373,0,1.0,90500,5,2,0,5,23.0,23.0,23.0
129240,430,373,0,1.0,74360,5,2,1,5,16.0,16.0,16.0
129243,430,373,0,1.0,89250,5,2,1,5,15.0,26.0,26.0
129244,430,373,0,1.0,54510,4,2,1,5,4.0,4.0,4.0
129252,430,1833,0,0.5,64060,5,1,1,5,6.0,6.0,6.0
129268,443,1020,0,1.0,60381,5,2,1,5,3.0,3.0,3.0
129284,443,1020,0,1.0,60071,5,4,1,5,1.0,1.0,1.0
129286,443,626,0,1.0,60381,5,2,1,5,3.0,3.0,3.0
129287,443,626,0,1.0,60071,5,2,1,5,0.0,0.0,0.0
129289,443,626,0,1.0,63282,5,2,1,5,4.0,4.0,4.0
129300,443,626,0,1.0,61354,5,2,1,5,8.0,8.0,8.0
129399,430,1833,0,0.5,51410,5,1,1,5,2.0,3.0,3.0
129400,430,1833,0,0.5,53010,4,1,1,5,3.0,3.0,3.0
129401,430,1833,0,0.5,54010,5,1,1,5,4.0,4.0,4.0
129406,430,1833,0,1.0,55910,5,2,0,5,5.0,5.0,5.0
129408,430,1833,0,0.5,54410,5,1,1,5,5.0,5.0,5.0
129410,430,1833,0,0.5,57610,4,1,0,5,3.0,6.0,7.0
129412,430,1833,0,1.0,81385,5,2,1,5,15.0,15.0,15.0
129416,430,1833,0,1.0,90500,5,2,1,5,11.0,11.0,21.0
129417,430,1833,0,1.0,92750,5,2,1,5,11.0,11.0,21.0
129418,430,1833,0,0.5,65560,5,1,1,5,11.0,11.0,11.0
129419,430,1833,0,0.5,88500,5,1,1,5,12.0,12.0,12.0
129420,430,1833,0,0.5,84935,3,1,0,5,12.0,12.0,13.0
129434,430,491,0,1.0,77860,5,2,1,3,17.0,17.0,17.0
129439,430,248,0,0.5,52210,5,1,1,4,3.0,3.0,3.0
129456,443,377,2,1.0,103810,5,2,1,3,29.0,29.0,29.0
129460,430,1833,0,1.0,75860,5,2,1,3,3.0,11.0,11.0
129463,430,248,0,1.0,50910,5,2,1,3,0.0,0.0,0.0
129464,430,248,0,1.0,67460,5,2,1,3,2.0,11.0,11.0
129465,430,248,0,0.5,53010,4,1,1,3,0.0,3.0,3.0
129468,430,248,0,1.0,50910,4,2,1,3,1.0,1.0,1.0
129469,430,248,0,1.0,52410,4,2,1,3,0.0,0.0,0.0
129470,430,248,0,1.0,54410,4,2,1,3,0.0,0.0,0.0
129472,430,491,0,1.0,53010,1,2,1,3,3.0,3.0,3.0
129473,430,491,0,0.5,52210,5,1,1,3,5.0,5.0,5.0
129474,430,491,0,1.0,53010,5,2,1,3,0.0,0.0,0.0
129475,430,467,0,1.0,52410,4,2,1,3,1.0,1.0,1.0
129479,430,547,0,1.0,72360,5,2,0,3,3.0,3.0,10.0
129481,430,547,0,1.0,70860,5,2,0,3,0.0,4.0,4.0
129482,430,226,0,1.0,53010,1,2,1,3,4.0,4.0,4.0
129485,430,373,0,1.0,50910,4,2,1,3,6.0,6.0,6.0
129530,443,626,0,1.0,82309,5,2,1,1,20.0,20.0,20.0
129568,430,467,0,1.0,90500,5,2,0,1,18.0,22.0,22.0
129585,430,1376,5,1.0,79860,5,2,0,1,14.0,14.0,24.0
129587,443,1020,0,0.5,60381,5,2,1,5,3.0,3.0,3.0
129588,443,1020,0,1.0,62972,5,2,1,5,3.0,3.0,3.0
129589,443,1020,0,1.0,60381,5,2,1,5,2.0,2.0,2.0
129590,443,1020,0,1.0,60071,4,4,1,5,1.0,1.0,1.0
129591,443,1020,0,1.0,18500,1,2,1,5,0.0,0.0,0.0
129631,468,7,2,1.0,53013,5,4,1,5,2.0,2.0,2.0
129654,482,1698,2,1.0,77202,5,2,1,0,0.0,19.0,19.0
129668,482,1587,2,1.0,80327,5,2,1,0,12.0,18.0,18.0
129701,482,377,7,0.25,13000,5,2,1,0,8.0,8.0,8.0
129704,469,1600,2,1.0,59406,5,2,1,0,0.0,0.0,0.0
129720,469,1500,2,1.0,104524,5,2,1,0,28.0,28.0,28.0
129731,468,1501,2,1.0,60083,5,4,1,0,4.0,4.0,4.0
129752,468,7,2,1.0,62702,5,4,1,0,3.0,3.0,3.0
129765,468,392,0,1.0,58125,1,4,1,5,6.0,6.0,6.0
129767,468,939,0,1.0,56064,5,4,0,5,7.0,7.0,7.0
129775,469,477,0,1.0,59406,5,2,1,5,0.0,0.0,0.0
129777,469,1469,0,1.0,53810,5,2,1,5,3.0,3.0,3.0
