,district,school,primary_job,fte,salary,certificate,subcategory,teaching_route,highly_qualified,experience_district,experience_nj,experience_total
29750,180,1765,0,1.0,52200,5,4,1,5,4.0,4.0,4.0
29751,180,1765,0,1.0,51700,5,2,1,5,5.0,5.0,5.0
29752,180,1765,0,1.0,66475,5,2,1,5,10.0,14.0,14.0
29753,180,1765,0,1.0,78500,5,2,1,5,15.0,15.0,15.0
29754,180,1765,0,1.0,63150,5,2,1,5,9.0,9.0,9.0
29755,180,1765,0,1.0,60375,5,2,1,5,10.0,10.0,10.0
29756,180,1765,0,1.0,59275,5,4,1,5,7.0,7.0,7.0
29758,180,1765,0,1.0,67505,5,2,1,5,15.0,15.0,15.0
29759,180,1765,0,1.0,67505,5,2,1,5,13.0,13.0,13.0
29760,180,1765,0,1.0,90950,5,2,1,5,18.0,18.0,18.0
29765,180,1765,0,1.0,82425,5,2,1,5,15.0,15.0,15.0
29768,180,1765,0,1.0,57000,5,2,1,5,8.0,8.0,8.0
29769,180,1765,0,1.0,18500,1,2,1,5,3.0,3.0,3.0
29771,180,1765,0,1.0,54425,5,4,1,5,1.0,1.0,1.0
29773,180,1765,0,1.0,52200,5,4,1,5,2.0,2.0,2.0
29791,180,47,7,1.0,72225,5,4,1,5,15.0,15.0,15.0
29809,180,999,0,1.0,52200,5,2,1,5,2.0,2.0,2.0
29810,180,999,0,1.0,51700,5,2,1,5,3.0,3.0,3.0
29811,180,999,0,1.0,51700,5,2,1,5,3.0,3.0,3.0
29812,180,999,0,1.0,50000,5,2,1,5,0.0,0.0,0.0
29813,180,999,0,1.0,55625,5,2,1,5,3.0,3.0,3.0
29814,180,999,0,1.0,50500,1,2,1,5,1.0,1.0,1.0
29816,180,999,0,1.0,50500,1,2,1,5,1.0,1.0,1.0
29817,180,999,0,1.0,56650,5,2,1,5,4.0,4.0,4.0
29818,180,999,0,1.0,53700,5,2,1,5,4.0,4.0,4.0
29820,180,999,0,1.0,59575,5,2,1,5,5.0,5.0,5.0
29822,180,999,0,1.0,50000,5,4,1,5,0.0,0.0,0.0
29823,180,999,0,1.0,53925,1,2,1,5,0.0,0.0,0.0
29825,180,999,0,1.0,82425,5,2,1,5,15.0,15.0,15.0
29826,180,999,0,1.0,78500,5,4,1,5,15.0,15.0,15.0
29828,180,999,0,1.0,60925,5,2,1,5,8.0,8.0,8.0
29830,180,999,0,1.0,63925,5,2,1,5,9.0,12.0,12.0
29831,180,999,0,1.0,63580,5,2,1,5,12.0,12.0,12.0
29832,180,999,0,1.0,60375,5,2,1,5,12.0,12.0,12.0
29835,180,999,0,1.0,54125,5,2,0,5,8.0,8.0,8.0
29836,180,999,0,1.0,63580,5,2,1,5,13.0,13.0,13.0
29838,180,999,0,1.0,69330,5,2,1,5,14.0,14.0,14.0
29839,180,999,0,1.0,66125,5,2,1,5,16.0,16.0,16.0
29840,180,999,0,1.0,72225,5,2,1,5,14.0,14.0,14.0
29841,180,999,0,1.0,93375,5,4,1,5,18.0,18.0,18.0
29862,178,303,0,1.0,53854,5,2,1,4,2.0,8.0,8.0
29864,178,303,0,1.0,23530,5,2,1,4,0.0,0.0,0.0
29870,178,303,4,1.0,91267,5,2,1,4,28.0,28.0,28.0
29872,178,303,0,1.0,50891,5,2,1,4,2.0,2.0,2.0
29873,178,303,0,1.0,51096,5,2,1,4,0.0,8.0,8.0
29877,178,1078,0,1.0,50891,4,2,1,4,0.0,0.0,0.0
29896,180,1765,0,1.0,83325,5,2,1,3,17.0,17.0,17.0
29903,180,268,0,1.0,93375,5,4,1,3,9.0,19.0,19.0
29914,178,303,0,1.0,67124,5,2,1,3,15.0,15.0,16.0
29928,178,1078,2,1.0,80236,5,4,1,3,1.0,14.0,14.0
29952,180,1765,0,1.0,63580,5,2,1,2,15.0,15.0,15.0
29983,180,1765,0,1.0,94275,5,2,1,1,24.0,24.0,24.0
29984,180,1765,0,1.0,91875,5,4,1,1,9.0,20.0,20.0
29986,180,1765,0,1.0,93375,5,2,1,1,15.0,22.0,22.0
29988,180,1765,0,1.0,95200,5,2,1,1,15.0,23.0,23.0
30002,180,999,0,1.0,93375,5,2,1,1,20.0,20.0,20.0
30005,180,999,0,1.0,90950,5,2,1,1,29.0,29.0,29.0
30008,180,999,0,1.0,90950,5,2,1,1,18.0,21.0,21.0
30009,180,999,0,1.0,90950,5,2,1,1,18.0,18.0,18.0
30010,180,801,0,1.0,95200,5,2,1,1,28.0,28.0,28.0
30014,180,801,0,1.0,94275,5,2,1,1,31.0,31.0,31.0
30016,257,883,0,1.0,84924,5,2,0,4,12.0,12.0,12.0
30018,257,883,0,1.0,65000,5,2,0,4,1.0,1.0,5.0
30019,257,883,0,1.0,55000,4,2,0,4,0.0,2.0,2.0
30033,313,1083,0,1.0,48000,4,2,0,5,1.0,2.0,2.0
30035,313,1083,0,0.5,66500,5,2,1,5,1.0,1.0,12.0
30037,313,1083,0,1.0,49380,4,2,0,5,1.0,1.0,1.0
30038,313,1083,0,1.0,60000,5,2,1,5,2.0,2.0,6.0
30039,313,1083,0,1.0,73750,5,2,1,5,2.0,2.0,9.0
30041,313,1083,0,1.0,70000,5,2,0,5,1.0,7.0,7.0
30042,313,1083,0,1.0,48000,0,2,0,5,0.0,0.0,0.0
30043,313,1083,0,1.0,69000,5,2,1,5,2.0,12.0,14.0
30044,313,1083,0,1.0,67500,4,2,0,5,2.0,4.0,10.0
30045,313,1083,0,1.0,50000,4,2,1,5,1.0,1.0,1.0
30050,313,1083,0,1.0,64000,4,2,0,5,0.0,5.0,5.0
30094,192,634,2,1.0,95506,5,4,1,0,7.0,16.0,16.0
30098,192,634,2,1.0,84679,5,4,1,0,18.0,18.0,18.0
30143,180,475,0,1.0,92150,5,2,1,6,16.0,24.0,24.0
30146,257,883,0,1.0,50000,4,2,1,4,0.0,0.0,0.0
30149,257,883,0,1.0,55000,4,4,1,4,1.0,1.0,3.0
30153,257,883,0,1.0,83293,5,2,0,4,2.0,11.0,11.0
30154,257,883,0,1.0,67126,5,2,0,4,1.0,4.0,6.0
30157,257,883,0,1.0,73947,5,2,0,4,0.0,0.0,7.0
30158,257,883,0,1.0,55000,4,2,1,4,1.0,2.0,2.0
30164,257,883,0,1.0,63467,5,2,0,4,0.0,1.0,3.0
30173,257,883,0,1.0,63467,5,2,0,4,0.0,3.0,3.0
30175,257,883,0,1.0,64234,5,2,0,4,0.0,3.0,3.0
30176,257,883,0,1.0,64234,5,4,1,4,0.0,1.0,4.0
30177,180,1765,0,1.0,50000,5,2,1,4,0.0,0.0,0.0
30180,180,999,0,1.0,66475,5,2,1,4,10.0,15.0,15.0
30201,192,302,0,1.0,53634,5,2,1,5,1.0,20.0,20.0
30202,192,1668,0,1.0,40862,5,2,1,5,4.0,4.0,4.0
30203,192,1668,0,1.0,51634,5,2,1,5,7.0,9.0,9.0
30204,192,1668,0,1.0,68154,5,2,1,5,15.0,17.0,17.0
30205,192,302,0,1.0,68949,5,2,1,5,9.0,9.0,12.0
30206,192,302,0,1.0,79079,5,2,1,5,13.0,13.0,13.0
30207,192,302,0,1.0,64349,5,2,1,5,12.0,12.0,12.0
30208,192,302,0,1.0,50584,5,2,1,5,7.0,7.0,7.0
30210,192,302,0,1.0,23786,5,2,1,5,1.0,1.0,1.0
30215,192,1716,0,1.0,54985,5,2,1,5,3.0,3.0,3.0
30216,192,1716,0,1.0,49972,5,2,1,5,3.0,3.0,3.0
30217,192,1716,0,0.1,49619,5,2,0,5,3.0,7.0,7.0
30233,192,634,2,1.0,60585,5,4,1,5,1.0,8.0,9.0
30244,191,1593,0,1.0,51875,5,2,1,5,6.0,6.0,6.0
30249,191,1593,0,1.0,63541,5,2,1,5,7.0,7.0,7.0
30253,191,66,0,1.0,61275,5,2,1,5,8.0,9.0,9.0
30279,191,596,0,1.0,58374,5,2,1,5,6.0,6.0,6.0
30339,313,1083,0,0.5,54935,4,2,0,5,2.0,3.0,3.0
30340,313,1083,0,1.0,60000,5,2,0,5,2.0,3.0,3.0
30344,313,1083,0,1.0,69250,5,2,1,5,2.0,2.0,4.0
30346,313,1083,0,1.0,71500,5,2,0,5,1.0,6.0,11.0
30354,313,1083,0,1.0,42000,4,2,0,5,2.0,2.0,2.0
30355,313,1083,0,1.0,58250,5,2,1,5,1.0,1.0,4.0
30370,192,1670,0,1.0,81680,5,2,1,3,15.0,15.0,15.0
30373,193,635,0,1.0,54871,5,2,1,3,0.0,0.0,0.0
30386,192,1784,0,1.0,60360,5,2,1,3,13.0,13.0,13.0
30387,192,1784,0,1.0,55963,5,2,1,3,1.0,8.0,8.0
30388,192,1784,0,1.0,54694,5,2,1,3,1.0,1.0,5.0
30389,192,1784,0,0.5,27572,5,4,1,3,2.0,8.0,8.0
30390,192,1670,0,1.0,60353,5,2,1,3,10.0,10.0,14.0
30391,192,1668,0,1.0,52572,5,2,1,3,1.0,3.0,3.0
30393,192,302,0,1.0,54694,5,4,1,3,1.0,1.0,4.0
30394,192,1716,0,1.0,53294,5,2,1,3,1.0,5.0,6.0
30395,192,1716,0,1.0,54219,5,2,1,3,7.0,7.0,11.0
30396,192,1716,0,1.0,52572,5,2,1,3,3.0,3.0,3.0
30397,192,1716,0,1.0,75540,5,2,1,3,7.0,20.0,20.0
30416,191,596,0,1.0,56844,5,2,1,3,2.0,3.0,10.0
30419,191,377,2,1.0,104777,5,4,1,3,11.0,38.0,38.0
30420,313,1083,0,1.0,67000,5,2,1,3,0.0,11.0,11.0
30421,313,1083,0,1.0,67730,4,2,1,3,1.0,1.0,6.0
30425,313,1083,0,1.0,62500,5,2,1,3,0.0,4.0,4.0
30428,313,1083,0,1.0,42000,5,2,1,3,0.0,3.0,3.0
30430,313,1083,0,1.0,59500,4,2,1,3,1.0,1.0,4.0
30438,313,1083,0,1.0,66000,5,2,0,3,1.0,5.0,5.0
30442,313,1083,0,1.0,52000,4,2,1,3,1.0,1.0,1.0
30445,313,1083,2,1.0,93600,5,4,1,3,2.0,14.0,14.0
30446,313,1083,0,1.0,51250,4,2,1,3,1.0,1.0,1.0
30450,191,596,0,1.0,53836,5,2,1,2,2.0,3.0,6.0
30455,266,923,0,1.0,52725,5,2,1,1,8.0,8.0,8.0
30457,266,923,0,1.0,49147,5,2,0,1,4.0,4.0,4.0
30460,266,923,0,1.0,57949,5,2,1,1,11.0,11.0,11.0
30468,266,923,0,1.0,74226,5,2,1,1,14.0,14.0,14.0
30470,266,923,0,1.0,53102,5,2,1,1,9.0,9.0,9.0
30478,268,925,0,1.0,52152,1,2,1,5,1.0,1.0,4.0
30499,192,1784,0,1.0,50445,5,2,1,5,3.0,9.0,9.0
30502,192,1784,0,1.0,69549,5,4,1,5,14.0,14.0,17.0
30503,192,1784,0,1.0,83679,5,2,1,5,15.0,15.0,15.0
30504,192,1784,0,1.0,52985,5,2,1,5,11.0,11.0,11.0
30505,192,1784,0,1.0,84679,5,2,1,5,19.0,19.0,19.0
30509,192,1784,0,1.0,47572,5,2,1,5,1.0,1.0,1.0
30510,192,1784,0,1.0,49227,1,2,1,5,1.0,1.0,1.0
30512,192,1784,0,1.0,53827,1,2,1,5,1.0,1.0,1.0
30513,192,1784,0,1.0,53920,1,2,1,5,1.0,1.0,1.0
30516,192,1784,0,1.0,51627,5,2,1,5,2.0,4.0,4.0
30518,192,1670,0,1.0,77079,5,2,1,5,15.0,20.0,20.0
30519,192,1670,0,1.0,47972,5,2,1,5,3.0,3.0,3.0
30520,192,1670,0,1.0,47980,5,2,1,5,4.0,4.0,4.0
30522,192,1670,0,1.0,85879,5,2,1,5,9.0,9.0,9.0
30523,192,1668,0,1.0,83280,5,2,1,5,27.0,27.0,28.0
30525,192,1668,0,1.0,54220,5,2,1,5,6.0,6.0,6.0
30533,193,458,0,1.0,56044,5,2,1,3,3.0,3.0,16.0
30534,193,458,2,1.0,86215,5,4,1,3,8.0,8.0,8.0
30536,193,779,0,1.0,60137,5,2,1,3,5.0,5.0,5.0
30539,257,883,0,1.0,50000,4,2,1,4,0.0,0.0,0.0
30543,257,883,0,1.0,63467,5,2,0,4,1.0,1.0,3.0
30544,257,883,0,1.0,71699,4,2,0,4,0.0,0.0,5.0
30545,257,883,0,1.0,65000,5,2,1,4,1.0,3.0,7.0
30552,257,883,0,1.0,63467,5,2,0,4,0.0,0.0,3.0
30553,257,883,0,1.0,67126,5,2,1,4,1.0,2.0,7.0
30554,257,883,0,1.0,64234,5,2,0,4,0.0,0.0,3.0
30557,257,883,0,1.0,64234,5,2,0,4,2.0,5.0,5.0
30559,257,883,0,1.0,64234,5,2,1,4,0.0,4.0,4.0
30560,257,883,0,1.0,63467,5,2,1,4,0.0,2.0,3.0
30562,257,883,0,1.0,63467,4,2,1,4,1.0,1.0,2.0
30565,257,883,0,1.0,60452,5,2,0,4,0.0,2.0,2.0
30566,257,883,0,1.0,63467,4,2,1,4,0.0,0.0,0.0
30567,257,883,0,1.0,55000,5,2,0,4,0.0,0.0,2.0
30570,257,883,0,1.0,50000,5,2,1,4,0.0,0.0,0.0
30572,257,883,0,1.0,61243,4,2,0,4,1.0,5.0,5.0
30574,257,883,0,1.0,57500,5,2,1,4,1.0,2.0,3.0
30576,257,883,0,1.0,60452,4,2,1,4,1.0,1.0,2.0
30579,257,883,0,1.0,57500,5,2,0,4,0.0,0.0,2.0
30581,257,883,0,1.0,63467,5,2,1,4,0.0,0.0,3.0
30587,268,925,0,1.0,58000,5,2,1,3,0.0,12.0,12.0
30591,193,779,0,1.0,56237,5,2,1,3,6.0,6.0,6.0
30596,193,779,0,1.0,56237,5,2,1,3,5.0,5.0,5.0
30597,193,779,0,1.0,56237,5,2,1,3,5.0,5.0,5.0
30599,193,779,0,1.0,67137,5,2,1,3,10.0,10.0,10.0
30600,193,779,0,1.0,75344,5,2,1,3,12.0,12.0,12.0
30601,193,779,0,1.0,85599,5,2,1,3,12.0,12.0,12.0
30603,193,779,0,1.0,88033,5,2,1,3,22.0,22.0,22.0
30610,193,779,0,1.0,54236,5,2,1,3,1.0,1.0,3.0
30612,193,779,0,1.0,54736,5,2,1,3,2.0,2.0,2.0
30613,193,458,0,1.0,55736,5,2,1,3,4.0,4.0,4.0
30614,193,458,0,1.0,60137,5,2,1,3,8.0,8.0,8.0
30619,193,458,0,1.0,56837,1,2,1,3,7.0,7.0,7.0
30622,193,458,0,1.0,86417,5,2,1,3,23.0,23.0,23.0
30627,193,458,0,0.5,26868,5,2,1,3,1.0,1.0,1.0
30664,193,635,2,1.0,86417,5,4,1,3,21.0,21.0,21.0
30685,193,635,0,1.0,54063,5,2,1,3,0.0,0.0,0.0
30690,193,635,0,1.0,51281,5,2,1,3,0.0,0.0,2.0
30696,313,1083,0,1.0,68000,4,2,1,4,1.0,1.0,1.0
30698,313,1083,0,1.0,63000,5,2,1,4,0.0,6.0,6.0
30700,313,1083,0,1.0,50000,5,2,1,4,2.0,2.0,3.0
30705,192,1716,0,1.0,51363,1,2,1,4,1.0,2.0,7.0
30708,193,635,0,1.0,54063,5,2,1,4,0.0,0.0,0.0
30737,193,635,0,1.0,50831,5,2,1,4,0.0,2.0,2.0
30755,193,635,0,0.4,24900,5,2,1,4,0.0,0.0,0.0
30769,192,1784,0,1.0,50245,0,2,1,4,1.0,2.0,2.0
30770,192,1670,0,1.0,57585,5,2,1,4,1.0,6.0,17.0
30782,192,634,7,1.0,50094,5,4,1,4,1.0,5.0,5.0
30785,191,1593,0,1.0,56125,5,2,1,4,2.0,2.0,5.0
30800,313,1083,0,1.0,48000,4,2,1,4,0.0,0.0,0.0
30801,313,1083,0,1.0,68000,5,2,1,4,2.0,2.0,10.0
30802,313,1083,0,1.0,58000,4,2,1,4,1.0,3.0,3.0
30803,313,1083,0,1.0,63000,5,2,1,4,0.0,5.0,6.0
30804,313,1083,0,1.0,71000,5,2,1,4,2.0,2.0,9.0
30805,313,1083,0,1.0,75250,5,2,1,4,2.0,11.0,11.0
30808,313,1083,0,1.0,68500,5,2,1,4,1.0,7.0,7.0
30814,313,1083,0,1.0,63000,4,2,1,4,1.0,1.0,2.0
30817,313,1083,0,1.0,60000,4,2,1,4,1.0,1.0,1.0
30818,313,1083,0,1.0,60000,5,2,1,4,2.0,2.0,2.0
30823,313,1083,0,1.0,68000,5,2,1,4,1.0,4.0,9.0
30825,313,1083,0,1.0,51170,4,2,1,4,1.0,4.0,4.0
30826,313,1083,0,1.0,52000,4,2,1,4,1.0,2.0,3.0
30827,313,1083,0,1.0,48000,4,2,1,4,1.0,1.0,1.0
30828,313,1083,0,1.0,48000,4,2,1,4,1.0,1.0,1.0
30829,313,1083,0,1.0,50000,4,2,1,4,0.0,2.0,2.0
30832,313,1083,0,1.0,28275,5,2,1,4,1.0,4.0,5.0
30835,313,1083,0,1.0,69000,5,2,1,4,1.0,6.0,16.0
30836,313,1083,0,1.0,45000,5,2,1,4,1.0,7.0,7.0
30838,313,1083,0,1.0,50775,4,2,1,4,2.0,2.0,2.0
30839,313,1083,0,1.0,56500,4,2,1,4,1.0,1.0,1.0
30842,313,1083,0,1.0,70000,5,2,1,4,2.0,2.0,3.0
30843,313,1083,0,1.0,63000,4,2,1,4,0.0,5.0,5.0
30844,313,1083,0,1.0,71000,5,2,1,4,1.0,12.0,12.0
30845,313,1083,0,1.0,48000,4,2,1,4,0.0,2.0,2.0
30847,313,1083,0,1.0,69250,5,2,1,4,1.0,7.0,7.0
30851,313,1083,0,1.0,67000,4,2,1,4,0.0,0.0,6.0
30856,313,1083,0,0.5,69000,5,2,1,4,1.0,11.0,11.0
30858,313,1083,0,1.0,55000,4,2,1,4,1.0,1.0,2.0
30859,257,883,0,1.0,78695,5,2,1,4,1.0,7.0,14.0
30861,257,883,2,1.0,67126,4,4,1,4,1.0,0.0,0.0
30864,257,883,8,1.0,30000,4,2,1,4,0.0,0.0,0.0
30886,390,1279,2,1.0,55750,5,4,1,0,3.0,8.0,8.0
30910,278,971,2,1.0,59851,5,2,1,0,0.0,7.0,7.0
30937,278,973,2,1.0,84577,5,2,1,0,5.0,5.0,5.0
30948,278,974,2,0.8,61643,5,2,1,0,5.0,5.0,5.0
30987,268,925,0,1.0,52549,4,2,0,4,9.0,9.0,9.0
30988,268,925,0,1.0,54152,4,2,0,4,3.0,3.0,3.0
30993,193,779,0,1.0,86326,5,2,1,4,15.0,15.0,15.0
30995,193,779,0,1.0,50831,5,4,1,4,1.0,1.0,1.0
30996,193,779,0,1.0,50504,5,2,1,4,0.0,4.0,4.0
31002,193,458,0,1.0,53005,5,2,1,4,5.0,5.0,5.0
31007,193,458,0,1.0,52004,5,2,1,4,3.0,3.0,3.0
31008,193,458,0,1.0,50504,5,2,1,4,1.0,1.0,1.0
31045,278,974,0,1.0,54366,5,2,1,5,10.0,10.0,10.0
31046,278,974,0,1.0,49706,1,2,1,5,0.0,0.0,0.0
31047,278,974,0,0.5,55375,5,2,1,5,2.0,3.0,3.0
31049,278,973,0,1.0,78393,5,2,1,5,18.0,18.0,18.0
31050,278,973,4,1.0,64420,5,2,1,5,3.0,13.0,13.0
31051,278,973,0,0.5,18500,1,2,1,5,0.0,5.0,5.0
31054,278,973,0,1.0,50306,4,2,1,5,0.0,0.0,2.0
31055,278,973,0,0.5,56374,5,2,1,5,1.0,9.0,9.0
31056,278,973,0,1.0,54257,4,2,1,5,0.0,0.0,0.0
31058,278,973,0,1.0,54857,5,2,1,5,0.0,2.0,2.0
31059,278,973,0,1.0,55375,5,2,1,5,2.0,5.0,5.0
31060,278,973,0,1.0,49706,5,2,1,5,0.0,0.0,0.0
31062,278,973,0,1.0,50006,5,2,1,5,0.0,1.0,1.0
31064,278,973,0,0.5,54557,3,2,0,5,1.0,1.0,1.0
31068,278,973,0,0.5,57582,5,2,1,5,2.0,8.0,8.0
31070,278,973,0,0.5,18500,1,2,1,5,0.0,6.0,6.0
31072,278,973,0,1.0,53246,5,2,1,5,2.0,10.0,10.0
31073,278,973,0,1.0,62068,5,2,1,5,2.0,12.0,14.0
31074,278,973,0,0.5,18500,5,2,1,5,0.0,45.0,45.0
31076,278,973,0,1.0,69353,5,2,1,5,15.0,15.0,15.0
31077,278,973,0,1.0,53246,5,2,1,5,6.0,6.0,6.0
31078,278,973,0,1.0,62903,5,2,1,5,10.0,10.0,10.0
31082,278,973,0,1.0,56065,5,2,0,5,7.0,7.0,7.0
31083,278,973,4,1.0,82479,5,2,1,5,30.0,31.0,31.0
31085,278,973,0,1.0,79446,5,2,1,5,29.0,29.0,29.0
31086,278,973,0,1.0,76876,5,2,1,5,19.0,19.0,19.0
31087,278,973,0,1.0,76876,5,2,1,5,14.0,16.0,16.0
31093,278,973,0,1.0,50823,5,2,1,5,1.0,8.0,8.0
31095,278,974,0,1.0,55375,5,2,1,5,3.0,4.0,4.0
31099,278,974,0,0.5,52340,5,2,0,5,4.0,4.0,4.0
31101,278,974,0,1.0,51514,5,2,1,5,5.0,5.0,5.0
31102,278,974,0,1.0,50006,4,2,1,5,1.0,1.0,1.0
31103,278,974,0,1.0,50306,5,2,1,5,2.0,2.0,2.0
31104,278,974,0,1.0,54857,5,2,1,5,2.0,2.0,2.0
31105,278,974,0,0.5,51523,4,2,0,5,1.0,2.0,2.0
31106,278,974,0,1.0,54857,5,2,1,5,0.0,1.0,3.0
31107,278,974,0,0.5,51523,4,2,1,5,1.0,1.0,1.0
31111,278,974,0,1.0,55592,5,2,1,5,5.0,5.0,5.0
31112,278,974,0,1.0,66054,5,2,1,5,12.0,12.0,12.0
31113,278,974,0,1.0,54549,5,2,1,5,7.0,7.0,7.0
31115,278,974,0,1.0,62903,5,2,1,5,12.0,12.0,12.0
